click_id;website;user_id;ad_id;did_click
click22;www.facebook.com;user211;36;False
click23;http://www.facebook.com;user211;80;False
click24;www.facebook.com;user211;46;False
click25;https://www.facebook.com;user211;97;False
click26;http://www.imdb.com;user211;98;False
click27;https://www.sporza.be;user211;103;False
click28;http://www.imdb.com;user211;106;False
click29;www.facebook.com;user211;70;False
click30;https://www.sporza.be;user211;109;False
click31;http://www.facebook.com;user211;119;True
click32;www.facebook.com;user211;97;False
click33;www.facebook.com;user211;38;True
click34;https://www.facebook.com;user211;40;False
click35;www.facebook.com;user211;43;True
click36;www.imdb.com;user211;77;False
click37;www.facebook.com;user211;4;False
click38;http://www.sporza.be;user211;123;False
click39;https://www.facebook.com;user211;114;False
click40;http://www.facebook.com;user211;91;True
click41;www.sporza.be;user211;19;False
click42;www.imdb.com;user211;109;True
click43;https://www.facebook.com;user211;96;False
click44;www.sporza.be;user211;57;False
click45;www.facebook.com;user211;71;False
click46;www.imdb.com;user211;8;True
click47;www.facebook.com;user211;20;False
click48;http://www.facebook.com;user211;57;False
click49;www.imdb.com;user211;104;False
click50;www.imdb.com;user211;9;False
click51;https://www.facebook.com;user211;106;False
click52;http://www.sporza.be;user211;82;False
click53;www.facebook.com;user211;54;False
click54;www.facebook.com;user211;100;False
click55;www.imdb.com;user211;50;False
click56;https://www.facebook.com;user211;24;True
click57;https://www.facebook.com;user211;109;False
click58;www.imdb.com;user211;57;False
click59;http://www.facebook.com;user211;1;False
click60;https://www.facebook.com;user211;70;False
click61;https://www.facebook.com;user211;109;False
click62;https://www.facebook.com;user211;64;False
click63;http://www.facebook.com;user211;46;False
click64;www.facebook.com;user211;2;False
click65;www.sporza.be;user211;75;True
click0;https://www.facebook.com;user212;27;False
click1;www.facebook.com;user212;94;True
click2;www.imdb.com;user212;30;False
click3;www.sporza.be;user212;104;True
click4;https://www.imdb.com;user212;75;False
click5;www.imdb.com;user212;72;False
click6;www.facebook.com;user212;30;False
click7;www.facebook.com;user212;70;False
click8;https://www.facebook.com;user212;101;False
click9;http://www.imdb.com;user212;69;False
click10;www.facebook.com;user212;114;False
click11;http://www.imdb.com;user212;87;False
click12;www.facebook.com;user212;103;False
click13;http://www.facebook.com;user212;110;False
click14;http://www.imdb.com;user212;9;False
click15;www.facebook.com;user212;39;False
click16;www.facebook.com;user212;49;False
click17;https://www.facebook.com;user212;81;False
click0;http://www.imdb.com;user213;67;False
click1;www.facebook.com;user213;93;False
click2;www.sporza.be;user213;75;False
click3;www.facebook.com;user213;68;False
click4;https://www.imdb.com;user213;94;False
click5;www.facebook.com;user213;82;False
click6;www.imdb.com;user213;74;False
click7;www.facebook.com;user213;60;True
click8;www.facebook.com;user213;57;False
click9;https://www.sporza.be;user213;38;False
click10;www.facebook.com;user213;87;False
click11;www.facebook.com;user213;59;False
click12;www.facebook.com;user213;15;False
click13;www.facebook.com;user213;63;False
click14;https://www.facebook.com;user213;51;False
click15;www.facebook.com;user213;62;False
click16;www.sporza.be;user213;112;False
click17;https://www.facebook.com;user213;7;False
click18;www.imdb.com;user213;40;False
click19;www.facebook.com;user213;117;True
click20;http://www.facebook.com;user213;0;False
click21;http://www.facebook.com;user213;38;False
click22;www.facebook.com;user213;98;False
click23;www.imdb.com;user213;122;False
click24;http://www.facebook.com;user213;98;False
click25;http://www.facebook.com;user213;34;False
click26;http://www.facebook.com;user213;78;False
click27;www.facebook.com;user213;46;False
click28;www.facebook.com;user213;29;False
click29;www.facebook.com;user213;110;False
click30;www.imdb.com;user213;119;False
click31;http://www.facebook.com;user213;27;False
click32;https://www.sporza.be;user213;111;False
click33;https://www.facebook.com;user213;68;False
click34;https://www.facebook.com;user213;10;False
click35;www.facebook.com;user213;48;False
click36;www.imdb.com;user213;36;False
click37;http://www.facebook.com;user213;50;True
click38;www.facebook.com;user213;3;False
click39;http://www.facebook.com;user213;118;False
click40;http://www.facebook.com;user213;30;False
click41;www.facebook.com;user213;69;False
click42;www.facebook.com;user213;92;False
click43;www.facebook.com;user213;32;False
click44;www.facebook.com;user213;95;False
click45;https://www.imdb.com;user213;57;False
click46;http://www.imdb.com;user213;45;False
click47;www.facebook.com;user213;16;True
click48;www.facebook.com;user213;109;False
click49;www.facebook.com;user213;24;False
click50;www.sporza.be;user213;61;False
click51;www.facebook.com;user213;100;False
click52;http://www.facebook.com;user213;92;False
click0;www.sporza.be;user214;51;False
click1;www.sporza.be;user214;0;True
click2;https://www.facebook.com;user214;1;False
click3;http://www.facebook.com;user214;86;False
click4;www.imdb.com;user214;11;False
click5;www.facebook.com;user214;38;False
click6;http://www.facebook.com;user214;18;False
click0;www.imdb.com;user215;75;False
click1;http://www.facebook.com;user215;17;False
click2;www.facebook.com;user215;92;False
click3;www.facebook.com;user215;27;False
click4;http://www.facebook.com;user215;46;False
click5;http://www.facebook.com;user215;0;False
click6;www.imdb.com;user215;58;False
click7;http://www.facebook.com;user215;107;False
click8;www.facebook.com;user215;11;True
click9;https://www.sporza.be;user215;63;False
click10;www.sporza.be;user215;115;False
click11;www.facebook.com;user215;48;False
click12;www.facebook.com;user215;90;False
click13;https://www.facebook.com;user215;2;False
click14;http://www.facebook.com;user215;37;False
click15;www.facebook.com;user215;23;False
click16;https://www.facebook.com;user215;118;False
click17;www.sporza.be;user215;4;False
click18;www.facebook.com;user215;12;False
click19;http://www.facebook.com;user215;78;False
click20;www.facebook.com;user215;11;False
click21;https://www.facebook.com;user215;91;True
click22;www.facebook.com;user215;77;False
click23;https://www.facebook.com;user215;19;False
click24;www.facebook.com;user215;11;False
click25;http://www.facebook.com;user215;37;False
click26;www.facebook.com;user215;12;False
click27;https://www.facebook.com;user215;102;False
click28;www.imdb.com;user215;11;False
click29;https://www.imdb.com;user215;11;False
click30;www.facebook.com;user215;115;False
click31;http://www.facebook.com;user215;89;False
click32;http://www.facebook.com;user215;13;False
click33;https://www.imdb.com;user215;106;False
click34;http://www.facebook.com;user215;95;False
click35;http://www.facebook.com;user215;6;False
click36;http://www.facebook.com;user215;10;False
click37;http://www.facebook.com;user215;50;False
click38;www.facebook.com;user215;99;True
click39;www.imdb.com;user215;75;False
click40;www.sporza.be;user215;20;False
click41;www.facebook.com;user215;49;False
click0;www.imdb.com;user216;33;False
click1;http://www.facebook.com;user216;92;False
click0;https://www.facebook.com;user217;49;False
click1;http://www.facebook.com;user217;46;False
click2;www.facebook.com;user217;82;False
click3;www.facebook.com;user217;122;False
click4;https://www.facebook.com;user217;121;False
click5;https://www.facebook.com;user217;62;False
click6;www.imdb.com;user217;119;False
click7;https://www.facebook.com;user217;49;False
click8;www.facebook.com;user217;117;True
click0;www.facebook.com;user218;86;False
click1;https://www.facebook.com;user218;118;False
click2;www.facebook.com;user218;9;False
click3;www.facebook.com;user218;57;False
click4;http://www.imdb.com;user218;13;False
click5;http://www.facebook.com;user218;33;False
click6;www.facebook.com;user218;106;False
click7;www.imdb.com;user218;91;False
click8;http://www.facebook.com;user218;16;False
click9;www.facebook.com;user218;103;True
click10;http://www.imdb.com;user218;119;False
click11;http://www.facebook.com;user218;91;False
click12;www.imdb.com;user218;88;False
click0;www.imdb.com;user219;38;False
click1;http://www.facebook.com;user219;30;False
click2;www.imdb.com;user219;27;False
click3;www.facebook.com;user219;53;False
click4;www.facebook.com;user219;114;True
click5;www.facebook.com;user219;1;False
click6;www.imdb.com;user219;88;False
click7;https://www.facebook.com;user219;66;False
click8;www.facebook.com;user219;100;False
click9;www.facebook.com;user219;42;True
click10;www.facebook.com;user219;10;False
click11;http://www.imdb.com;user219;58;False
click12;www.facebook.com;user219;112;True
click13;www.facebook.com;user219;103;False
click14;https://www.facebook.com;user219;31;False
click15;http://www.imdb.com;user219;2;False
click16;www.facebook.com;user219;111;False
click17;www.facebook.com;user219;120;False
click18;www.facebook.com;user219;12;False
click19;https://www.sporza.be;user219;62;False
click20;www.facebook.com;user219;84;False
click21;www.imdb.com;user219;114;False
click22;www.facebook.com;user219;62;False
click0;www.facebook.com;user220;67;True
click0;https://www.facebook.com;user221;30;False
click1;http://www.imdb.com;user221;54;False
click2;http://www.facebook.com;user221;53;False
click3;https://www.facebook.com;user221;93;False
click4;http://www.imdb.com;user221;44;True
click5;www.facebook.com;user221;35;True
click6;https://www.facebook.com;user221;107;False
click7;www.facebook.com;user221;90;False
click8;http://www.imdb.com;user221;122;False
click9;www.facebook.com;user221;11;False
click10;http://www.facebook.com;user221;83;False
click11;http://www.facebook.com;user221;98;False
click12;www.facebook.com;user221;120;False
click13;www.sporza.be;user221;61;False
click14;https://www.sporza.be;user221;16;True
click15;www.facebook.com;user221;53;False
click16;www.imdb.com;user221;88;False
click17;www.facebook.com;user221;77;False
click18;http://www.imdb.com;user221;47;False
click19;https://www.imdb.com;user221;75;True
click20;http://www.facebook.com;user221;9;False
click21;https://www.facebook.com;user221;78;False
click22;www.facebook.com;user221;47;False
click23;www.imdb.com;user221;103;False
click24;http://www.facebook.com;user221;123;False
click25;www.facebook.com;user221;80;False
click26;https://www.facebook.com;user221;81;True
click27;www.facebook.com;user221;19;False
click28;https://www.facebook.com;user221;24;False
click29;www.imdb.com;user221;33;False
click30;www.facebook.com;user221;14;False
click31;www.imdb.com;user221;52;False
click32;https://www.facebook.com;user221;71;False
click33;www.facebook.com;user221;105;False
click34;www.facebook.com;user221;95;False
click35;www.facebook.com;user221;1;False
click36;www.facebook.com;user221;29;True
click37;https://www.imdb.com;user221;1;False
click0;www.facebook.com;user222;23;False
click1;www.facebook.com;user222;44;False
click2;http://www.facebook.com;user222;1;False
click3;www.facebook.com;user222;37;True
click4;http://www.sporza.be;user222;11;False
click5;www.facebook.com;user222;78;False
click6;www.facebook.com;user222;76;False
click0;www.facebook.com;user223;106;False
click1;www.facebook.com;user223;80;True
click2;https://www.facebook.com;user223;33;True
click3;https://www.facebook.com;user223;106;True
click4;www.facebook.com;user223;7;False
click5;www.facebook.com;user223;24;False
click6;www.facebook.com;user223;68;False
click7;www.facebook.com;user223;121;False
click8;http://www.imdb.com;user223;59;False
click9;http://www.facebook.com;user223;17;False
click10;www.facebook.com;user223;35;True
click11;www.imdb.com;user223;53;False
click12;www.facebook.com;user223;87;False
click13;https://www.facebook.com;user223;75;False
click14;www.imdb.com;user223;59;False
click15;www.imdb.com;user223;74;True
click16;www.facebook.com;user223;99;False
click17;www.facebook.com;user223;32;False
click18;http://www.facebook.com;user223;92;True
click19;www.facebook.com;user223;74;False
click20;www.sporza.be;user223;35;False
click21;https://www.facebook.com;user223;89;False
click22;http://www.imdb.com;user223;49;False
click23;http://www.sporza.be;user223;103;False
click24;https://www.imdb.com;user223;69;False
click25;http://www.facebook.com;user223;101;False
click26;www.facebook.com;user223;98;True
click27;www.sporza.be;user223;99;False
click28;http://www.facebook.com;user223;33;False
click29;http://www.facebook.com;user223;120;False
click30;http://www.facebook.com;user223;120;False
click31;http://www.sporza.be;user223;65;False
click32;www.facebook.com;user223;119;False
click33;www.facebook.com;user223;65;False
click34;www.imdb.com;user223;44;False
click35;http://www.facebook.com;user223;33;False
click36;www.facebook.com;user223;98;True
click37;www.imdb.com;user223;27;False
click38;http://www.facebook.com;user223;110;False
click0;http://www.facebook.com;user225;55;False
click1;www.facebook.com;user225;59;False
click2;http://www.facebook.com;user225;93;False
click3;www.imdb.com;user225;108;False
click4;http://www.imdb.com;user225;104;False
click5;www.facebook.com;user225;73;False
click6;www.sporza.be;user225;80;True
click7;www.imdb.com;user225;101;False
click8;https://www.imdb.com;user225;64;False
click9;www.imdb.com;user225;91;True
click10;www.facebook.com;user225;36;False
click11;www.facebook.com;user225;24;False
click12;https://www.imdb.com;user225;115;False
click13;https://www.sporza.be;user225;12;False
click14;http://www.facebook.com;user225;77;False
click15;http://www.facebook.com;user225;59;False
click0;www.facebook.com;user226;121;False
click1;www.facebook.com;user226;21;False
click2;https://www.imdb.com;user226;19;False
click3;www.facebook.com;user226;84;False
click4;www.facebook.com;user226;102;False
click5;www.facebook.com;user226;29;False
click6;www.facebook.com;user226;77;False
click7;www.imdb.com;user226;48;False
click8;http://www.facebook.com;user226;2;False
click9;https://www.facebook.com;user226;0;True
click10;www.sporza.be;user226;29;False
click11;www.imdb.com;user226;27;True
click12;www.imdb.com;user226;70;False
click13;www.imdb.com;user226;15;False
click14;www.sporza.be;user226;19;False
click15;www.facebook.com;user226;26;False
click16;http://www.sporza.be;user226;67;False
click17;www.facebook.com;user226;37;False
click18;http://www.facebook.com;user226;51;False
click19;www.facebook.com;user226;73;True
click20;https://www.facebook.com;user226;11;False
click21;https://www.imdb.com;user226;36;False
click22;https://www.facebook.com;user226;34;False
click23;www.facebook.com;user226;35;False
click24;www.facebook.com;user226;121;False
click25;https://www.imdb.com;user226;112;False
click26;www.facebook.com;user226;14;False
click27;https://www.imdb.com;user226;90;True
click28;http://www.facebook.com;user226;57;False
click29;www.facebook.com;user226;43;False
click30;https://www.sporza.be;user226;78;False
click31;https://www.imdb.com;user226;27;False
click32;www.facebook.com;user226;42;False
click0;https://www.imdb.com;user227;2;False
click1;www.imdb.com;user227;26;True
click2;www.sporza.be;user227;10;False
click3;www.facebook.com;user227;38;True
click4;www.imdb.com;user227;37;False
click5;https://www.facebook.com;user227;68;False
click6;www.imdb.com;user227;77;False
click7;www.facebook.com;user227;56;False
click8;www.facebook.com;user227;121;False
click9;www.facebook.com;user227;59;False
click10;www.facebook.com;user227;32;False
click11;https://www.imdb.com;user227;72;False
click12;https://www.facebook.com;user227;58;False
click13;www.imdb.com;user227;70;False
click14;www.imdb.com;user227;49;False
click15;www.facebook.com;user227;100;False
click16;www.facebook.com;user227;111;False
click17;www.facebook.com;user227;44;False
click18;www.facebook.com;user227;63;False
click19;http://www.imdb.com;user227;81;False
click20;www.imdb.com;user227;35;False
click21;http://www.facebook.com;user227;90;False
click22;http://www.facebook.com;user227;24;False
click23;www.sporza.be;user227;99;False
click24;www.facebook.com;user227;91;True
click25;www.imdb.com;user227;31;False
click26;www.sporza.be;user227;105;False
click27;www.facebook.com;user227;13;False
click28;www.facebook.com;user227;6;False
click29;https://www.facebook.com;user227;55;False
click30;www.facebook.com;user227;4;False
click31;www.facebook.com;user227;94;False
click32;www.facebook.com;user227;28;True
click33;www.facebook.com;user227;12;False
click34;https://www.imdb.com;user227;30;False
click35;www.facebook.com;user227;54;False
click36;www.imdb.com;user227;67;False
click37;http://www.facebook.com;user227;26;False
click38;www.facebook.com;user227;104;False
click39;http://www.facebook.com;user227;35;False
click0;https://www.facebook.com;user228;98;False
click1;www.imdb.com;user228;80;False
click2;www.facebook.com;user228;92;False
click3;www.facebook.com;user228;117;False
click4;www.facebook.com;user228;112;False
click5;http://www.facebook.com;user228;26;False
click6;www.facebook.com;user228;68;False
click7;www.imdb.com;user228;38;False
click8;www.facebook.com;user228;49;False
click9;www.imdb.com;user228;32;False
click10;https://www.facebook.com;user228;109;False
click11;http://www.facebook.com;user228;91;False
click12;www.facebook.com;user228;94;False
click13;www.facebook.com;user228;122;False
click14;http://www.facebook.com;user228;68;False
click15;http://www.facebook.com;user228;57;False
click16;http://www.facebook.com;user228;46;False
click17;www.imdb.com;user228;88;True
click18;www.facebook.com;user228;21;False
click19;www.facebook.com;user228;110;False
click20;http://www.imdb.com;user228;81;False
click21;www.sporza.be;user228;89;False
click22;www.facebook.com;user228;32;False
click23;www.sporza.be;user228;35;False
click24;www.facebook.com;user228;109;False
click25;www.facebook.com;user228;118;False
click26;https://www.facebook.com;user228;45;True
click27;www.facebook.com;user228;42;True
click28;https://www.facebook.com;user228;18;False
click29;www.imdb.com;user228;22;False
click30;www.facebook.com;user228;106;True
click31;www.facebook.com;user228;52;False
click32;www.facebook.com;user228;50;True
click33;www.imdb.com;user228;70;False
click34;http://www.facebook.com;user228;13;False
click35;http://www.imdb.com;user228;24;False
click36;www.facebook.com;user228;10;False
click37;www.imdb.com;user228;98;False
click38;www.facebook.com;user228;108;True
click39;http://www.facebook.com;user228;109;False
click40;http://www.facebook.com;user228;88;False
click41;www.imdb.com;user228;10;False
click42;www.facebook.com;user228;76;False
click43;www.facebook.com;user228;71;False
click44;www.facebook.com;user228;63;True
click45;www.sporza.be;user228;30;False
click46;www.facebook.com;user228;51;False
click47;www.facebook.com;user228;94;False
click48;http://www.imdb.com;user228;90;False
click49;www.facebook.com;user228;22;False
click50;http://www.facebook.com;user228;123;False
click51;www.facebook.com;user228;12;False
click52;https://www.sporza.be;user228;79;True
click53;www.facebook.com;user228;42;False
click54;www.imdb.com;user228;100;False
click55;http://www.facebook.com;user228;55;True
click56;www.facebook.com;user228;48;True
click57;https://www.imdb.com;user228;1;False
click0;www.facebook.com;user229;67;False
click1;www.facebook.com;user229;92;False
click2;www.facebook.com;user229;20;False
click3;https://www.facebook.com;user229;6;False
click4;www.imdb.com;user229;5;False
click5;www.imdb.com;user229;110;False
click6;www.facebook.com;user229;0;False
click7;www.sporza.be;user229;47;True
click8;www.imdb.com;user229;18;False
click9;http://www.imdb.com;user229;56;False
click10;www.facebook.com;user229;33;False
click11;https://www.facebook.com;user229;34;False
click12;https://www.facebook.com;user229;63;False
click13;www.imdb.com;user229;121;False
click14;www.imdb.com;user229;112;False
click15;www.facebook.com;user229;38;False
click16;http://www.facebook.com;user229;39;False
click17;www.facebook.com;user229;53;False
click18;www.sporza.be;user229;84;False
click19;www.imdb.com;user229;73;False
click20;http://www.facebook.com;user229;90;False
click21;www.imdb.com;user229;17;False
click22;www.facebook.com;user229;82;False
click23;https://www.facebook.com;user229;98;False
click24;www.facebook.com;user229;45;False
click25;http://www.imdb.com;user229;115;True
click26;https://www.facebook.com;user229;5;True
click27;www.facebook.com;user229;111;False
click28;https://www.sporza.be;user229;25;False
click29;www.facebook.com;user229;72;False
click30;https://www.facebook.com;user229;52;True
click31;www.facebook.com;user229;124;False
click32;https://www.facebook.com;user229;32;False
click33;http://www.facebook.com;user229;9;False
click34;www.facebook.com;user229;104;False
click35;http://www.imdb.com;user229;5;False
click36;www.imdb.com;user229;64;False
click37;http://www.facebook.com;user229;32;False
click38;http://www.facebook.com;user229;96;False
click39;http://www.imdb.com;user229;101;False
click40;www.facebook.com;user229;114;False
click41;http://www.facebook.com;user229;76;False
click42;www.sporza.be;user229;1;False
click43;http://www.imdb.com;user229;28;False
click44;https://www.facebook.com;user229;113;False
click45;https://www.facebook.com;user229;44;False
click46;http://www.facebook.com;user229;119;False
click47;www.sporza.be;user229;6;False
click48;https://www.facebook.com;user229;2;False
click49;http://www.facebook.com;user229;46;False
click50;http://www.facebook.com;user229;1;False
click51;www.facebook.com;user229;4;False
click52;www.imdb.com;user229;55;False
click53;www.facebook.com;user229;12;False
click54;http://www.facebook.com;user229;0;False
click55;http://www.facebook.com;user229;115;False
click56;www.facebook.com;user229;60;False
click57;www.facebook.com;user229;23;True
click58;http://www.facebook.com;user229;68;False
click59;www.facebook.com;user229;55;False
click60;https://www.imdb.com;user229;111;False
click61;http://www.facebook.com;user229;108;False
click62;https://www.facebook.com;user229;123;False
click63;http://www.facebook.com;user229;51;False
click64;www.facebook.com;user229;70;True
click65;www.facebook.com;user229;48;False
click66;https://www.imdb.com;user229;31;True
click67;www.facebook.com;user229;57;False
click0;www.facebook.com;user230;106;False
click1;www.imdb.com;user230;61;False
click2;www.facebook.com;user230;54;False
click3;http://www.imdb.com;user230;112;True
click4;www.sporza.be;user230;119;False
click5;http://www.sporza.be;user230;116;False
click6;www.imdb.com;user230;116;False
click7;www.facebook.com;user230;41;False
click8;http://www.facebook.com;user230;58;False
click9;https://www.facebook.com;user230;98;False
click10;www.imdb.com;user230;112;False
click11;www.facebook.com;user230;62;True
click12;www.facebook.com;user230;14;False
click13;www.sporza.be;user230;53;False
click14;www.facebook.com;user230;5;True
click15;www.imdb.com;user230;45;False
click16;www.facebook.com;user230;57;False
click17;www.facebook.com;user230;123;False
click18;www.facebook.com;user230;38;False
click19;https://www.facebook.com;user230;35;False
click20;www.facebook.com;user230;95;False
click21;http://www.facebook.com;user230;39;False
click22;www.imdb.com;user230;23;False
click23;www.imdb.com;user230;75;False
click0;http://www.facebook.com;user231;89;False
click1;https://www.facebook.com;user231;109;False
click2;http://www.imdb.com;user231;24;False
click3;www.facebook.com;user231;57;False
click4;http://www.facebook.com;user231;16;False
click5;www.facebook.com;user231;81;False
click6;https://www.sporza.be;user231;15;False
click7;www.sporza.be;user231;94;False
click8;http://www.facebook.com;user231;85;False
click9;www.facebook.com;user231;94;False
click10;www.facebook.com;user231;110;True
click11;www.sporza.be;user231;26;False
click12;https://www.sporza.be;user231;98;False
click13;www.facebook.com;user231;65;False
click14;www.imdb.com;user231;37;False
click15;https://www.facebook.com;user231;60;False
click16;http://www.imdb.com;user231;95;False
click17;www.facebook.com;user231;44;False
click18;www.facebook.com;user231;9;False
click19;www.facebook.com;user231;98;True
click20;www.facebook.com;user231;55;False
click21;www.imdb.com;user231;2;False
click22;https://www.facebook.com;user231;93;False
click23;www.facebook.com;user231;14;False
click24;www.sporza.be;user231;68;False
click25;http://www.sporza.be;user231;78;False
click26;www.imdb.com;user231;83;False
click27;https://www.facebook.com;user231;30;True
click28;http://www.facebook.com;user231;17;False
click29;https://www.facebook.com;user231;48;False
click30;www.imdb.com;user231;14;False
click31;http://www.facebook.com;user231;123;False
click32;www.imdb.com;user231;91;True
click33;www.imdb.com;user231;94;True
click34;www.facebook.com;user231;21;False
click35;http://www.facebook.com;user231;74;True
click36;www.imdb.com;user231;73;False
click37;www.facebook.com;user231;29;False
click38;www.imdb.com;user231;118;True
click39;www.facebook.com;user231;98;False
click40;www.facebook.com;user231;28;False
click41;www.sporza.be;user231;62;False
click42;www.imdb.com;user231;51;False
click43;www.sporza.be;user231;65;False
click44;www.sporza.be;user231;115;False
click45;http://www.sporza.be;user231;63;False
click46;www.sporza.be;user231;3;True
click47;https://www.facebook.com;user231;10;False
click48;http://www.facebook.com;user231;5;False
click49;https://www.facebook.com;user231;50;False
click50;www.facebook.com;user231;82;True
click51;https://www.facebook.com;user231;80;False
click52;http://www.facebook.com;user231;12;False
click53;http://www.facebook.com;user231;78;False
click54;www.facebook.com;user231;82;False
click55;www.facebook.com;user231;46;False
click56;www.imdb.com;user231;3;False
click57;www.facebook.com;user231;47;False
click58;www.imdb.com;user231;53;False
click59;www.imdb.com;user231;80;False
click60;http://www.facebook.com;user231;101;False
click0;http://www.facebook.com;user232;118;False
click1;https://www.facebook.com;user232;95;False
click2;http://www.imdb.com;user232;10;False
click3;https://www.facebook.com;user232;17;False
click0;www.facebook.com;user233;104;False
click1;http://www.facebook.com;user233;9;False
click2;http://www.facebook.com;user233;61;False
click3;www.imdb.com;user233;55;False
click4;https://www.facebook.com;user233;113;False
click5;www.facebook.com;user233;83;False
click6;www.sporza.be;user233;60;False
click7;https://www.facebook.com;user233;26;False
click8;www.facebook.com;user233;8;False
click9;www.facebook.com;user233;124;False
click10;www.facebook.com;user233;57;False
click11;www.facebook.com;user233;38;False
click12;www.imdb.com;user233;78;True
click13;www.facebook.com;user233;33;False
click14;http://www.facebook.com;user233;29;False
click15;www.facebook.com;user233;103;False
click16;www.facebook.com;user233;90;False
click17;http://www.facebook.com;user233;17;False
click18;www.facebook.com;user233;118;False
click19;www.imdb.com;user233;69;False
click20;https://www.facebook.com;user233;95;False
click21;www.imdb.com;user233;38;False
click22;www.sporza.be;user233;105;False
click23;www.facebook.com;user233;8;False
click24;www.imdb.com;user233;84;False
click0;http://www.facebook.com;user234;28;False
click1;https://www.facebook.com;user234;87;False
click2;www.imdb.com;user234;59;False
click3;www.sporza.be;user234;34;False
click4;www.facebook.com;user234;34;False
click0;www.facebook.com;user235;0;False
click1;www.imdb.com;user235;78;False
click2;www.imdb.com;user235;89;False
click3;www.facebook.com;user235;65;False
click4;http://www.imdb.com;user235;3;False
click5;www.facebook.com;user235;40;False
click6;www.facebook.com;user235;31;False
click7;www.facebook.com;user235;61;False
click8;http://www.facebook.com;user235;104;False
click9;www.facebook.com;user235;68;False
click10;http://www.facebook.com;user235;73;False
click11;www.imdb.com;user235;103;False
click12;https://www.imdb.com;user235;13;False
click13;www.facebook.com;user235;13;False
click14;www.facebook.com;user235;70;True
click15;www.imdb.com;user235;98;True
click16;www.facebook.com;user235;78;False
click17;www.facebook.com;user235;50;False
click18;www.imdb.com;user235;124;False
click19;http://www.facebook.com;user235;47;False
click20;www.facebook.com;user235;42;False
click21;https://www.imdb.com;user235;0;False
click22;https://www.sporza.be;user235;80;False
click23;www.facebook.com;user235;90;False
click24;https://www.facebook.com;user235;3;False
click25;https://www.imdb.com;user235;67;False
click26;www.imdb.com;user235;31;False
click27;www.facebook.com;user235;24;False
click28;www.facebook.com;user235;103;False
click29;www.imdb.com;user235;88;False
click30;www.facebook.com;user235;20;False
click31;www.facebook.com;user235;65;True
click32;www.facebook.com;user235;11;False
click33;http://www.imdb.com;user235;62;False
click34;https://www.facebook.com;user235;66;False
click35;www.facebook.com;user235;30;False
click36;www.facebook.com;user235;71;False
click37;www.sporza.be;user235;63;False
click38;www.facebook.com;user235;52;False
click39;www.facebook.com;user235;64;False
click40;https://www.facebook.com;user235;96;False
click41;https://www.facebook.com;user235;87;False
click42;https://www.facebook.com;user235;26;True
click43;www.facebook.com;user235;31;False
click44;www.imdb.com;user235;56;False
click45;http://www.imdb.com;user235;102;False
click46;www.facebook.com;user235;23;False
click47;https://www.facebook.com;user235;47;False
click48;www.imdb.com;user235;95;False
click49;https://www.sporza.be;user235;0;True
click50;www.facebook.com;user235;8;False
click51;https://www.facebook.com;user235;47;False
click52;www.facebook.com;user235;51;False
click53;www.imdb.com;user235;42;False
click54;http://www.facebook.com;user235;16;False
click55;https://www.imdb.com;user235;29;False
click56;www.facebook.com;user235;50;True
click57;www.facebook.com;user235;87;False
click58;www.facebook.com;user235;51;False
click59;www.facebook.com;user235;122;True
click60;http://www.facebook.com;user235;59;False
click61;http://www.facebook.com;user235;100;False
click62;www.imdb.com;user235;38;False
click63;http://www.facebook.com;user235;19;False
click64;http://www.facebook.com;user235;117;False
click65;http://www.facebook.com;user235;39;False
click66;www.facebook.com;user235;104;False
click67;www.facebook.com;user235;62;False
click68;www.facebook.com;user235;61;False
click0;http://www.facebook.com;user236;112;False
click1;https://www.facebook.com;user236;43;False
click2;https://www.facebook.com;user236;52;False
click3;www.facebook.com;user236;84;False
click4;http://www.facebook.com;user236;76;False
click5;http://www.facebook.com;user236;118;False
click6;www.imdb.com;user236;13;False
click7;http://www.sporza.be;user236;18;True
click8;www.imdb.com;user236;98;True
click9;www.facebook.com;user236;80;True
click10;www.facebook.com;user236;97;False
click11;http://www.imdb.com;user236;27;True
click12;www.imdb.com;user236;94;True
click13;www.imdb.com;user236;7;False
click14;www.facebook.com;user236;44;False
click15;http://www.facebook.com;user236;43;False
click16;http://www.facebook.com;user236;91;False
click17;www.facebook.com;user236;8;False
click18;www.imdb.com;user236;26;True
click19;http://www.facebook.com;user236;57;False
click20;www.facebook.com;user236;103;False
click21;www.facebook.com;user236;15;False
click22;www.facebook.com;user236;96;False
click23;http://www.facebook.com;user236;73;False
click24;http://www.facebook.com;user236;48;False
click25;http://www.imdb.com;user236;95;False
click26;www.facebook.com;user236;59;False
click27;www.facebook.com;user236;81;False
click28;www.facebook.com;user236;32;False
click29;https://www.facebook.com;user236;76;False
click30;www.facebook.com;user236;84;False
click31;www.facebook.com;user236;68;False
click32;http://www.facebook.com;user236;86;False
click33;http://www.sporza.be;user236;44;False
click34;www.imdb.com;user236;49;False
click35;www.facebook.com;user236;3;False
click36;https://www.facebook.com;user236;94;False
click37;www.imdb.com;user236;11;True
click38;https://www.imdb.com;user236;87;False
click39;https://www.imdb.com;user236;35;False
click40;https://www.facebook.com;user236;7;False
click41;www.imdb.com;user236;46;True
click42;https://www.imdb.com;user236;43;False
click43;www.facebook.com;user236;97;False
